Column1;Id_Animal;Hora_S1;Hora_S2;Hora_S3;Prod_S1;Prod_S2;Prod_S3;Data
40;45870;09:30:00;16:30:00;                                     ;631;852;                         ;21/09/2017
41;45810;09:30:00;16:30:00;                                     ;1326;839;                         ;21/09/2017
42;45830;09:30:00;16:30:00;                                     ;960;522;                         ;21/09/2017
43;45730;;;                                     ;;;                         ;21/09/2017
44;45480;09:30:00;16:30:00;                                     ;1615;951;                         ;21/09/2017
45;45500;09:30:00;16:30:00;                                     ;1217;557;                         ;21/09/2017
46;45460;09:30:00;16:30:00;                                     ;1783;142;                         ;21/09/2017
47;40650;09:30:00;;                                     ;681;;                         ;21/09/2017
48;54080;09:30:00;17:00:00;                                     ;1185;633;                         ;21/09/2017
49;45840;09:30:00;17:00:00;                                     ;1217;674;                         ;21/09/2017
50;45720;09:30:00;17:00:00;                                     ;938;420;                         ;21/09/2017
51;45540;09:30:00;17:00:00;                                     ;1045;581;                         ;21/09/2017
52;45440;09:30:00;17:00:00;                                     ;866;449;                         ;21/09/2017
53;26480;;;                                     ;;;                         ;21/09/2017
54;44260;;;                                     ;;;                         ;21/09/2017
55;44750;;;                                     ;;;                         ;21/09/2017
56;44770;;;                                     ;;;                         ;21/09/2017
57;44650;;;                                     ;;;                         ;21/09/2017
58;35300;;;                                     ;;;                         ;21/09/2017
